place_id,nama_tempat,alamat,jenis_bisnis,rating,jumlah_review,jam_operasional,harga_start,harga_end,latitude,longitude,telepon,website,keyword,jalan,kelurahan,kecamatan,kota,provinsi
ChIJhaPc7XaPcC4RjRquGAb9kQE,Bakmi Surabaya Cak Dul 2,"Jl. Mulawarman Selatan Raya No.18, Kramas, Kec. Tembalang, Kota Semarang, Jawa Tengah 50278, Indonesia",Restoran Mie,4.0,495,Senin: 07.30–23.30 | Selasa: 07.30–23.30 | Rabu: 07.30–23.30 | Kamis: 07.30–23.30 | Jumat: 07.30–23.30 | Sabtu: 07.30–23.30 | Minggu: 07.30–23.30,1.0,25000.0,-7.068204199999999,110.4372738,0821-3400-6730,,bakmi,Jl. Mulawarman Selatan Raya No.18,Kramas,Tembalang,Semarang,Jawa Tengah
ChIJtXUqbImPcC4RdXRvTOFnNlY,BAKSU (Bakmie & Katsu),"Jl. Timoho Bar. III No.38, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Restoran Mie,4.3,144,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,1.0,25000.0,-7.057076,110.444335,0895-3605-97975,,bakmi,Jl. Timoho Bar. III No.38,Bulusan,Tembalang,Semarang,Jawa Tengah
ChIJJatTaFuPcC4RgzWs9JqpT4w,"Pondok Bakmie Surabaya ""Cak Dul""","Jl. Banjarsari Raya Tembalang No.44, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Mie,3.4,64,Senin: 07.00–23.30 | Selasa: 07.00–23.30 | Rabu: 07.00–23.30 | Kamis: 07.00–23.30 | Jumat: 07.00–23.30 | Sabtu: 07.00–23.30 | Minggu: 07.00–23.30,1.0,25000.0,-7.0597334,110.4400997,0813-2803-2121,,bakmi,Jl. Banjarsari Raya Tembalang No.44,Tembalang,Tembalang,Semarang,Jawa Tengah
ChIJ6c-rHNeNcC4RxFrb1LRitnY,Bakmi Juned,"Jl. Sambiroto, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",Restoran Mie,4.7,158,Senin: Tutup | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: Tutup,1.0,25000.0,-7.0240155,110.4587897,,,bakmi,Jl. Sambiroto,Kedungmundu,Tembalang,Semarang,Jawa Tengah
ChIJecbeHbSNcC4R8qA_dqzD6_0,Bakmi Jowo Pak Pardi,"WCVP+V7G, Jl. Prof. Soedarto, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Mie,4.5,73,Senin: 17.30–23.00 | Selasa: 17.30–23.00 | Rabu: 17.30–23.00 | Kamis: 17.30–23.00 | Jumat: 17.30–23.00 | Sabtu: 17.30–23.00 | Minggu: 17.30–23.00,1.0,25000.0,-7.0553237,110.4357042,,,bakmi,"WCVP+V7G, Jl. Prof. Soedarto",Tembalang,Tembalang,Semarang,Jawa Tengah
ChIJgbGyRs2NcC4RkLPvVSfeiSA,Bakmi Jowo Pakde No,"XF4F+PXX, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.7,222,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.0431352,110.4749919,0858-0284-2523,,bakmi,XF4F+PXX,Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJQx9PIwCNcC4R_y1_VUp6Slw,Bakmie Polsek Nasihuy cabang tembalang,"Jl. Adi Patiunus No.16-2, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Indonesia,5.0,1,Senin: Buka 24 jam | Selasa: Buka 24 jam | Rabu: Buka 24 jam | Kamis: Buka 24 jam | Jumat: Buka 24 jam | Sabtu: Buka 24 jam | Minggu: Buka 24 jam,,,-7.055036299999999,110.4346931,,,bakmi,Jl. Adi Patiunus No.16-2,Tembalang,Tembalang,Semarang,Jawa Tengah
ChIJWYKmHoWOcC4R1ymWqWklW44,Bakmi Jowo Mas Bambang (dwi),"Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50271, Indonesia",Restoran Mie,4.6,120,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.062676199999999,110.4638247,,,bakmi,,Meteseh,Tembalang,Semarang,Jawa Tengah
ChIJK2zTIwOMcC4RgWbHxRmji1g,Mie Ayam Jakarta Bang Mail,"Jl baskoro no, 75, RT.3/RW.7, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Mie,4.6,1261,Senin: 09.00–18.00 | Selasa: 09.00–18.00 | Rabu: 09.00–18.00 | Kamis: 09.00–18.00 | Jumat: 09.00–18.00 | Sabtu: 09.00–18.00 | Minggu: Tutup,1.0,25000.0,-7.053149,110.43683,0896-6133-9995,,bakmi,"Jl baskoro no, 75, RT.3/RW.7",Tembalang,Tembalang,Semarang,Jawa Tengah
ChIJU36TEzWMcC4RzjNq9h6ee0A,Mie Surabaya Cak Bagus Ketileng,"Depan SDIT Tunas Harapan, Ruko Mutiara Gading A4, Jl. Ketileng Indah Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.5,458,Senin: 16.00–23.55 | Selasa: 16.00–23.55 | Rabu: 16.00–23.55 | Kamis: 16.00–23.55 | Jumat: 16.00–23.55 | Sabtu: 16.00–23.55 | Minggu: 16.00–23.55,1.0,25000.0,-7.0353436,110.4717919,0822-3047-3223,,bakmi,"Depan SDIT Tunas Harapan, Ruko Mutiara Gading A4, Jl. Ketileng Indah Raya",Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJM1r0njiMcC4RjqF-2JuSr4s,Bakmi Dan Nasi Goreng Cak Budi,"Jl. Kompol R. Sukamto, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",Restoran Indonesia,4.7,138,Senin: 12.00–00.00 | Selasa: 12.00–00.00 | Rabu: 12.00–00.00 | Kamis: 12.00–00.00 | Jumat: 12.00–00.00 | Sabtu: 12.00–00.00 | Minggu: 12.00–00.00,1.0,25000.0,-7.0349665,110.4578418,0877-0025-4333,,bakmi,Jl. Kompol R. Sukamto,Sambiroto,Tembalang,Semarang,Jawa Tengah
ChIJtd7IDgCPcC4RDenSnPjmk18,PONDOK Bakmi Surabaya Cak DUL,"WFV7+478, Jl. Profesor Suharso, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Warung Makanan Kecil,3.9,14,Senin: 16.00–23.00 | Selasa: 16.00–23.00 | Rabu: 16.00–23.00 | Kamis: 16.00–23.00 | Jumat: 16.00–23.00 | Sabtu: 16.00–23.00 | Minggu: 16.00–23.00,,,-7.0572049,110.4631895,0813-2515-7257,,bakmi,"WFV7+478, Jl. Profesor Suharso",Meteseh,Tembalang,Semarang,Jawa Tengah
ChIJrSiv_0uMcC4R7u6wqeW5U2k,Bakmi Surabaya Cak Baron,"XFC9+768, Jl. Ketileng Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.6,27,Senin: 18.45–23.45 | Selasa: 18.45–23.45 | Rabu: 18.45–23.45 | Kamis: 18.45–23.45 | Jumat: 18.45–23.45 | Sabtu: 18.45–23.45 | Minggu: 18.45–23.45,,,-7.029325399999999,110.4680778,,,bakmi,"XFC9+768, Jl. Ketileng Raya",Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJR9PPyT-NcC4RzwQ-Xo4rU0s,BAKMI JOWO GM GAJAH MAKMUR,"Jl. Gayamsari Selatan I No.47, Sendangguwo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50248, Indonesia",Restoran,4.9,30,Senin: 10.00–02.00 | Selasa: 10.00–02.00 | Rabu: 10.00–02.00 | Kamis: 10.00–02.00 | Jumat: 10.00–02.00 | Sabtu: 10.00–02.00 | Minggu: 10.00–02.00,1.0,25000.0,-7.0073053,110.4488455,0823-2276-4326,,bakmi,Jl. Gayamsari Selatan I No.47,Sendangguwo,Tembalang,Semarang,Jawa Tengah
ChIJU8ywW0mMcC4R5xWApb8GEH4,Bakmi Surabaya cak zun,"Jl. Kompol R. Soekanto, kota, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.3,44,Senin: 16.00–23.30 | Selasa: 16.00–23.30 | Rabu: 16.00–23.30 | Kamis: 16.00–23.30 | Jumat: 16.00–23.30 | Sabtu: 16.00–23.30 | Minggu: 16.00–23.30,1.0,25000.0,-7.027704600000001,110.459498,0857-1312-5010,,bakmi,"Jl. Kompol R. Soekanto, kota",Sambiroto,Tembalang,Semarang,Jawa Tengah
ChIJV3hTYfaNcC4R3SvQLPXEQi0,Bakmi Jowo Pak Brewok,"Jl. Klipang Raya Permai Blok G23, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.8,77,Senin: 17.00–23.00 | Selasa: 17.00–23.00 | Rabu: 17.00–23.00 | Kamis: 17.00–23.00 | Jumat: 17.00–23.00 | Sabtu: 17.00–23.00 | Minggu: 17.00–23.00,1.0,25000.0,-7.0427822,110.4791285,0821-3485-7772,,bakmi,Jl. Klipang Raya Permai Blok G23,Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJP98OMsyNcC4RFvQR_C6gBOI,"Bakmi Surabaya ""cak Pri""","Blok D No, Jl. Klipang Raya Blk. G No.6, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.1,82,Senin: 16.00–23.30 | Selasa: 16.00–23.30 | Rabu: 16.00–23.30 | Kamis: 16.00–23.30 | Jumat: 16.00–23.30 | Sabtu: 16.00–23.30 | Minggu: 16.00–23.30,1.0,25000.0,-7.041143399999999,110.4792524,0813-2559-2036,,bakmi,"Blok D No, Jl. Klipang Raya Blk. G No.6",Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJoVUk1V2NcC4RLXWsQyrPNgQ,BAKMI JOWO KANG DOEL,"XFH4+HPR, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50274, Indonesia",Restoran Mie,4.9,16,Senin: 15.30–23.30 | Selasa: 15.30–23.30 | Rabu: 15.30–23.30 | Kamis: 15.30–23.30 | Jumat: 15.30–23.30 | Sabtu: 15.30–23.30 | Minggu: 15.30–23.30,,,-7.0210026,110.4567797,0812-2556-0512,,bakmi,XFH4+HPR,Kedungmundu,Tembalang,Semarang,Jawa Tengah
ChIJRZb2GFuMcC4Rn6b0kDBMkq0,Pondok Bakmi Bu Tarno,"XFG5+P9F, Jalan Jl. Kedungmundu, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Kafe,4.4,97,Senin: 18.00–00.00 | Selasa: 18.00–00.00 | Rabu: 18.00–00.00 | Kamis: 18.00–00.00 | Jumat: 18.00–00.00 | Sabtu: 18.00–00.00 | Minggu: 18.00–00.00,1.0,25000.0,-7.023199000000001,110.4584241,,,bakmi,"XFG5+P9F, Jalan Jl. Kedungmundu",Kedungmundu,Tembalang,Semarang,Jawa Tengah
ChIJ6fMwdzaMcC4R8Y2y6XRoDio,Bakmi Jowo Mas Agus,"XF69+X82, Jl. Gendong Raya, Mangunharjo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.6,29,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,,,-7.0376188,110.468281,0819-0437-2937,,bakmi,"XF69+X82, Jl. Gendong Raya",Mangunharjo,Tembalang,Semarang,Jawa Tengah
ChIJ1-wrxbuPcC4RjQsFk1iq9hE,"MIE JAKARTA ""CITA RASA""","Jl. Gerungsari No.26, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Restoran Indonesia,4.8,123,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: Tutup,1.0,25000.0,-7.057002799999999,110.443803,,,bakmi,Jl. Gerungsari No.26,Bulusan,Tembalang,Semarang,Jawa Tengah
ChIJU8nrZlaMcC4RLOn2lTHcPcc,Bakmie Pak Wi',"XFM8+HM8, Jl. Amposari Raya, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran Mie,4.5,44,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.0160845,110.466717,0821-2831-6087,,bakmi,"XFM8+HM8, Jl. Amposari Raya",Kedungmundu,Tembalang,Semarang,Jawa Tengah
ChIJJxgFttKNcC4RQ8rAtfeapGY,bakmi surabaya cak yanto,"XF3F+VP9, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.5,15,Senin: 17.00–22.00 | Selasa: 17.00–22.00 | Rabu: 17.00–22.00 | Kamis: 17.00–22.00 | Jumat: 17.00–22.00 | Sabtu: 17.00–22.00 | Minggu: Tutup,,,-7.045329499999999,110.4743525,0895-3367-24891,,bakmi,XF3F+VP9,Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJHxEffxqPcC4R9Vf5XuiZk4I,WARPAD Yamien & Ayam goreng,"Jl. Gondang Barat I No.7, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Kedai Sarapan & Makan Siang,4.5,496,Senin: 10.00–21.00 | Selasa: 10.00–21.00 | Rabu: 10.00–21.00 | Kamis: 10.00–21.00 | Jumat: 10.00–21.00 | Sabtu: 10.00–21.00 | Minggu: Tutup,1.0,25000.0,-7.0627192,110.4389557,0823-3675-1133,,bakmi,Jl. Gondang Barat I No.7,Bulusan,Tembalang,Semarang,Jawa Tengah
ChIJrQVc_UaMcC4RTZfwIkFLgi4,Bakmi Jowo Mas Agus,"Jl. Sambiroto Raya No.6, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",Restoran Mie,4.5,99,Senin: 17.00–02.00 | Selasa: 17.00–02.00 | Rabu: 17.00–02.00 | Kamis: 17.00–02.00 | Jumat: 17.00–02.00 | Sabtu: 17.00–02.00 | Minggu: 17.00–02.00,,,-7.0323598,110.45811,0858-0213-9915,,bakmi,Jl. Sambiroto Raya No.6,Sambiroto,Tembalang,Semarang,Jawa Tengah
ChIJmz5rQmKNcC4RFDVi6Uh1NPU,Bakmi jowo dan nasi goreng bintang lima,"Depas puskesmas Jl. Kompol R Soekanto, Mangunharjo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Indonesia,5.0,16,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.0447647,110.460857,0813-2900-2728,,bakmi,Depas puskesmas Jl. Kompol R Soekanto,Mangunharjo,Tembalang,Semarang,Jawa Tengah
ChIJp-L4MsuNcC4RuICWj6CBuJk,Bakmie Jowo Mas Jenggot,"Jl. Klipang Raya No.26, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.3,27,,1.0,25000.0,-7.0372521,110.474049,,,bakmi,Jl. Klipang Raya No.26,Sendangmulyo,Tembalang,Semarang,Jawa Tengah
ChIJJxXt44COcC4RctS71K6-h98,Bakmi Surabaya,"Jalan Rowosari Raya, Jl. Talang Jl. Baskoro Raya, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50271, Indonesia",Restoran Mie,3.8,10,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,,,-7.058049899999999,110.4710327,0813-2669-4979,,bakmi,"Jalan Rowosari Raya, Jl. Talang Jl. Baskoro Raya",Meteseh,Tembalang,Semarang,Jawa Tengah
ChIJSXbLDACPcC4RLRlJoxtD-mU,Bakmi Kongsian,"Ruko, Ruko AD, Jl. Bukit Kencana Jaya Jl. Boulevard No.25, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50271, Indonesia",Rumah Makan,4.8,20,,1.0,25000.0,-7.065351499999999,110.4610172,,,bakmi,"Ruko, Ruko AD, Jl. Bukit Kencana Jaya Jl. Boulevard No.25",Meteseh,Tembalang,Semarang,Jawa Tengah
