Place ID,Nama Tempat,Alamat,Jenis Bisnis,Rating,Jumlah Review,Jam Operasional,Harga Start,Harga End,Latitude,Longitude,Telepon,Website,Keyword
ChIJOz7UdMuNcC4RpKko4wYW-S8,Bakmi jowo pak wito,"Jl. Klipang Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Asia,3.9,16,Senin: 17.00–01.00 | Selasa: 17.00–01.00 | Rabu: 17.00–01.00 | Kamis: 17.00–01.00 | Jumat: 17.00–01.00 | Sabtu: 17.00–01.00 | Minggu: 17.00–01.00,,,-7.0377393999999995,110.4766588,0851-0010-6508,,bakmi
ChIJ8Z4crV6McC4RzyS--cGCmy4,Mie Bandung Gg. Belakang Pak Min,"Kedungmu, Jl. Kedungmundu, Tandang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran Mie,4.5,348,Senin: 10.00–20.00 | Selasa: 10.00–20.00 | Rabu: 10.00–20.00 | Kamis: 10.00–20.00 | Jumat: 10.00–20.00 | Sabtu: 10.00–20.00 | Minggu: 10.00–20.00,1.0,25000.0,-7.0190464,110.4558062,0877-0009-5450,,bakmi
ChIJDQfVxICNcC4RSkXlhI76DNg,Bakmi Jowo Nasi Goreng KADONG TRESNO,"Jl. Sambiroto Raya No.45A, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",Restoran Mie,3.1,64,Senin: 17.00–01.00 | Selasa: 17.00–01.00 | Rabu: 17.00–01.00 | Kamis: 17.00–01.00 | Jumat: 17.00–01.00 | Sabtu: 17.00–01.00 | Minggu: 17.00–01.00,1.0,25000.0,-7.029968500000001,110.4589556,0821-3525-5678,,bakmi
ChIJIfDQNdONcC4RUNBO7glLNss,Bakmi Jowo Mas Nang,"perum klipang Blk. P XIV, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.7,6,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.0449503,110.479215,,,bakmi
ChIJQej38XiPcC4RIKVRhbFjTx4,Kedai Tinari,"Jl. Sawunggaling III No.44, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran,4.9,2558,Senin: 11.00–21.00 | Selasa: 11.00–21.00 | Rabu: 11.00–21.00 | Kamis: 11.00–21.00 | Jumat: 11.00–21.00 | Sabtu: 11.00–21.00 | Minggu: 11.00–21.00,25000.0,50000.0,-7.0694211000000005,110.4324329,,https://www.instagram.com/kedaitinari_,bakmi
ChIJDy-49YONcC4RYk7oS8EJGvQ,Bakmi Jowo Pak Yanto,"Jl. Majapahit No.105, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50249, Indonesia",Restoran Mie,4.5,52,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,1.0,25000.0,-7.0025543,110.4488234,0881-3953-175,https://www.instagram.com/bakmijowo_pakyanto/,bakmi
ChIJ3ZBU25KNcC4RqB11HGOBSl4,Bakmi Jowo Sederhana,"Jl. Tegal Kangkung 14 No.224, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran Mie,4.3,4,Senin: 18.00–00.00 | Selasa: 18.00–00.00 | Rabu: 18.00–00.00 | Kamis: 18.00–00.00 | Jumat: 18.00–00.00 | Sabtu: 18.00–00.00 | Minggu: 18.00–00.00,,,-7.0232436,110.46893159999999,,,bakmi
ChIJfTRjMEWMcC4Rj2KUGiM1VN4,Bakmi Jowo Pak No,"XFG6+25P, Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah 50276, Indonesia",Restoran Mie,3.8,4,Senin: 04.00–01.00 | Selasa: 04.00–01.00 | Rabu: 04.00–01.00 | Kamis: 04.00–01.00 | Jumat: 04.00–01.00 | Sabtu: 04.00–01.00 | Minggu: 04.00–01.00,,,-7.0249203,110.4604521,0857-9916-0449,,bakmi
ChIJ3zL5RrCPcC4RiHPrpizskyI,Bakmi Jowo Pak Sis - Meteseh,"Jl. Bukit Klp. Gading I No.32, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50271, Indonesia",Restoran Mie,5.0,1,Senin: 17.00–00.00 | Selasa: 17.00–00.00 | Rabu: 17.00–00.00 | Kamis: 17.00–00.00 | Jumat: 17.00–00.00 | Sabtu: 17.00–00.00 | Minggu: 17.00–00.00,,,-7.065750899999999,110.45981979999999,0822-2096-6500,,bakmi
ChIJGfdoH1uMcC4RsyBmeoYhD24,Mie Ayam Happy,"Jl. Kedungmundu No.510A, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran Mie,4.6,2580,Senin: Tutup | Selasa: 10.00–21.00 | Rabu: 10.00–21.00 | Kamis: 10.00–21.00 | Jumat: 10.00–21.00 | Sabtu: 10.00–21.00 | Minggu: 10.00–21.00,1.0,25000.0,-7.023494299999999,110.45880659999999,0812-2824-444,,bakmi
ChIJH-KpBwCPcC4RwEjvXtXhZc8,Pondok Bakmi Surabaya Cakdul Meteseh,"WFQ6+JWG, WFV7+46GJl. Bukit Kencana, JayaMeteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Restoran Indonesia,5.0,2,,,,-7.060934199999999,110.462336,,,bakmi
ChIJAYSEnk6McC4R6PgJKzQeA-I,Bakmi Jowo Pak Waris 2,"XFC9+W3W, Jl. Ketileng Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,4.3,14,Senin: 16.00–00.00 | Selasa: 16.00–00.00 | Rabu: 16.00–00.00 | Kamis: 16.00–00.00 | Jumat: 16.00–00.00 | Sabtu: 16.00–00.00 | Minggu: 16.00–00.00,1.0,25000.0,-7.027648,110.46769499999999,0858-7550-5366,,bakmi
ChIJE3NPu8aPcC4Rq5hZeJOPZlA,Waroeng Tokyo - Tembalang Semarang,"Jl. Banjarsari No.24, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran,4.7,350,Senin: 09.30–22.00 | Selasa: 09.30–22.00 | Rabu: 09.30–22.00 | Kamis: 09.30–22.00 | Jumat: 09.30–22.00 | Sabtu: 09.30–22.00 | Minggu: 09.30–22.00,25000.0,50000.0,-7.059258499999999,110.43785659999999,0851-3877-6559,,ramen
ChIJ_RipegCNcC4RRe7Nj2uNrQQ,Nara Ramen Semarang & Waroeng Tokyo,"Jl. Jatimulyo No.12, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran Jepang,4.8,645,Senin: 11.00–23.00 | Selasa: 11.00–23.00 | Rabu: 11.00–23.00 | Kamis: 11.00–23.00 | Jumat: 11.00–23.00 | Sabtu: 11.00–23.00 | Minggu: 11.00–23.00,25000.0,50000.0,-7.055606699999999,110.43265579999999,0851-7688-3631,,ramen
ChIJe-qvdACNcC4RCkgbkc_HAcs,UNO RAMEN MAJAPAHIT SEMARANG,"Jl. Majapahit, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192, Indonesia",Restoran Ramen,4.8,260,Senin: 11.00–22.00 | Selasa: 11.00–22.00 | Rabu: 11.00–22.00 | Kamis: 11.00–22.00 | Jumat: 11.00–22.00 | Sabtu: 11.00–22.00 | Minggu: 11.00–22.00,25000.0,50000.0,-7.0078157,110.4622761,0812-3542-3544,,ramen
ChIJI6-5NlWJcC4RE7jXB5r-TvU,Eiko Ramen,"Jl. Bumirejo Raya, Gedawang, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50266, Indonesia",Restoran Ramen,5.0,85,Senin: Tutup | Selasa: 14.00–22.00 | Rabu: 14.00–22.00 | Kamis: 14.00–22.00 | Jumat: 14.00–22.00 | Sabtu: 14.00–22.00 | Minggu: 14.00–22.00,25000.0,50000.0,-7.085743000000001,110.41734749999999,0851-9066-0819,https://eikoramen.com/,ramen
ChIJD055DQCPcC4R9pny2K2EBxo,Joffi Ramen Durian Raya Semarang,"Ruko Durian. 71, Jl. Durian Raya No.RT 08, RW I, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran Ramen,4.7,693,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,25000.0,50000.0,-7.0648377,110.4268563,,,ramen
ChIJM8Z21pWPcC4R_1YoKWWqk6w,IKIMARU UDON & TEMPURA,"Jl. Gondang Raya No.33, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50277, Indonesia",Restoran,4.9,609,Senin: 12.00–21.00 | Selasa: 12.00–21.00 | Rabu: 12.00–21.00 | Kamis: 12.00–21.00 | Jumat: 12.00–21.00 | Sabtu: 12.00–21.00 | Minggu: 12.00–21.00,25000.0,50000.0,-7.0644578,110.44070889999999,,,ramen
ChIJ6594juOPcC4Rt2KVaqxJBQ4,RAMENDOMI TEMBALANG,"Jl. Mulawarman Tim. Dalam No.78, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50278, Indonesia",Toko Makanan,4.7,21,Senin: 15.00–23.00 | Selasa: 15.00–23.00 | Rabu: 15.00–23.00 | Kamis: 15.00–23.00 | Jumat: 15.00–23.00 | Sabtu: 15.00–23.00 | Minggu: 15.00–23.00,1.0,25000.0,-7.0687805,110.4442019,0822-2598-2098,,ramen
ChIJkcxlQACNcC4RceBBul1JCLs,Joffi Ramen Sambiroto,"Sambiroto, Kec. Tembalang, Kota Semarang, Jawa Tengah, Indonesia",Restoran Ramen,4.8,499,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,25000.0,50000.0,-7.0294678,110.45896289999999,,,ramen
ChIJ93x7B4aNcC4RXyG9qSnaM5w,Shojin Ramen & Udon Semarang,"Jl. Wolter Monginsidi No.645, Pedurungan Tengah, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50192, Indonesia",Restoran Ramen,4.4,495,Senin: 12.00–21.30 | Selasa: 12.00–21.30 | Rabu: 12.00–21.30 | Kamis: 12.00–21.30 | Jumat: 12.00–21.30 | Sabtu: 12.00–21.30 | Minggu: 12.00–21.30,25000.0,50000.0,-7.0021789,110.47121089999999,0821-2490-8127,https://instagram.com/shojin.semarang,ramen
ChIJ8XhuNqiOcC4Rq1zSk6R-XsI,Nagoya Ramen & Sushi,"Jl. KH. Sirojudin No.22A, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Jepang,4.2,411,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,1.0,25000.0,-7.0571795999999996,110.43563499999999,0815-1602-220,,ramen
ChIJS8QcGhSPcC4RH-qUOppx_sM,Mizu Ramen,"Jl. Timoho Raya, Bulusan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Mie,5.0,14,Senin: 15.00–21.00 | Selasa: 15.00–21.00 | Rabu: 15.00–21.00 | Kamis: 15.00–21.00 | Jumat: 15.00–21.00 | Sabtu: 15.00–21.00 | Minggu: 15.00–21.00,1.0,25000.0,-7.0601939,110.44256709999999,0813-9190-9666,,ramen
ChIJA4Y9XwCNcC4Rfm4DkmVVIFQ,Enake Japanese Food Kedungmundu,"Jl. Kedungmundu No.250, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran Jepang,4.3,535,Senin: 15.00–23.00 | Selasa: 15.00–23.00 | Rabu: 15.00–23.00 | Kamis: 15.00–23.00 | Jumat: 15.00–23.00 | Sabtu: 15.00–23.00 | Minggu: 15.00–23.00,25000.0,50000.0,-7.0226074,110.45824599999999,0857-0469-2150,,ramen
ChIJd2r392WPcC4Rn2w6UqjaGNU,Warmah Ramen & Nasi Goreng Padang,"Jl. Tirto Agung No.64, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran Jepang,4.6,90,Senin: 09.00–23.30 | Selasa: 09.00–23.30 | Rabu: 09.00–23.30 | Kamis: 09.00–23.30 | Jumat: 09.00–23.30 | Sabtu: 09.00–23.30 | Minggu: 09.00–23.30,1.0,25000.0,-7.0599269,110.4274791,0882-2206-2727,,ramen
ChIJ7fQrTwCNcC4Rc4AMI-26Jvk,"Takoyaki Pekoo Pekoo, Unimus","Jl. Fatmawati No.177, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50246, Indonesia",Restoran Jepang,5.0,54,Senin: 14.30–22.15 | Selasa: 14.30–22.15 | Rabu: 14.30–22.15 | Kamis: 14.30–22.15 | Jumat: 14.30–22.15 | Sabtu: 14.30–22.15 | Minggu: 14.30–22.15,25000.0,50000.0,-7.0236276,110.46835089999999,0895-2706-0066,https://www.instagram.com/pekoo_pekoo?igsh=Z3d0eDM1emluejdk,ramen
ChIJ1S2kG3qNcC4RXt4PYx2VDMQ,Mak-Mak Coffee & Kitchen,"Ruko Kampung Jl. Semawis Raya No.16 Blk. A, Kedungmundu, Kec. Tembalang, Kota Semarang, Jawa Tengah 50273, Indonesia",Restoran,4.9,1099,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,50000.0,75000.0,-7.0218064,110.46315729999999,0851-7313-0070,,ramen
ChIJi4QR56mOcC4RLiK-gIaiKmQ,Depot Sukses Tembalang,"Jl. Jatimulyo No.5A, Pedalangan, Kec. Tembalang, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran Jepang,4.5,3122,Senin: 12.00–21.00 | Selasa: 12.00–21.00 | Rabu: 12.00–21.00 | Kamis: 12.00–21.00 | Jumat: 12.00–21.00 | Sabtu: 12.00–21.00 | Minggu: 12.00–21.00,25000.0,50000.0,-7.0583573,110.434754,0851-0014-2202,,ramen
ChIJZ-mKYcaLcC4RsALboSbCmA0,Golden Geisha Semarang,"Jl. Gajahmada No.123, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134, Indonesia",Restoran Ramen,4.8,1211,"Senin: 11.00–15.00, 17.00–21.00 | Selasa: 11.00–15.00, 17.00–21.00 | Rabu: 11.00–15.00, 17.00–21.00 | Kamis: 11.00–15.00, 17.00–21.00 | Jumat: 11.00–15.00, 17.00–21.00 | Sabtu: 11.00–15.00, 17.00–21.00 | Minggu: 11.00–15.00, 17.00–21.00",50000.0,75000.0,-6.986394499999999,110.4219296,,,ramen
ChIJO9v39CONcC4RofBewjPByhg,SHOYU JAPANESE FOOD - KLIPANG,"Ruko Klipang Niaga No.3, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Jepang,4.2,84,Senin: 11.00–21.00 | Selasa: 11.00–21.30 | Rabu: 11.00–21.30 | Kamis: 11.00–21.30 | Jumat: 11.00–21.30 | Sabtu: 11.00–21.30 | Minggu: 11.00–21.30,25000.0,50000.0,-7.042298499999999,110.4794225,0822-5888-8087,,ramen
ChIJN5tfm_-NcC4RSXYoaMVaCqM,KUROGI,"Jl. Ahmad Yani No.167 A lantai 2, Pleburan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50241, Indonesia",Restoran Jepang,4.7,2197,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,75000.0,100000.0,-6.9928968,110.42795679999999,0811-2895-157,https://www.instagram.com/kurogi.smg/,ramen
ChIJRxkHrEqMcC4RuCGDJxTh3Q0,Nori House,"XF8F+FFR, Jl. Perumahan Ketileng Indah, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran,4.8,25,Senin: 10.30–21.00 | Selasa: 10.30–21.00 | Rabu: 10.30–21.00 | Kamis: 10.30–21.00 | Jumat: 10.30–21.00 | Sabtu: 10.30–21.00 | Minggu: 10.30–21.00,,,-7.033754999999999,110.4736284,,,ramen
ChIJLWFyTyeLcC4RmG7rms1epBs,Shojin Ramen & Udon Kelud Semarang,"Jl. Kelud Raya No.32a, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50327, Indonesia",Restoran Ramen,4.6,626,Senin: 11.00–21.30 | Selasa: 11.00–21.30 | Rabu: 11.00–21.30 | Kamis: 11.00–21.30 | Jumat: 11.00–21.30 | Sabtu: 11.00–21.30 | Minggu: 11.00–21.30,25000.0,50000.0,-7.004171599999999,110.39854760000001,,,ramen
ChIJn_1qYemNcC4RQVCRsmMQ5LI,Pak MOE Katsu dan Mie Ramen,"Jl. Klipang Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran,5.0,3,Senin: 15.30–21.00 | Selasa: 15.30–21.00 | Rabu: 15.30–21.00 | Kamis: 15.30–21.00 | Jumat: 15.30–21.00 | Sabtu: 15.30–21.00 | Minggu: Tutup,,,-7.0376688,110.47912769999999,0812-2509-7097,,ramen
ChIJgeFN7LbzcC4R9iI_TUPoOgE,Sai Ramen Semarang,"Jl. Letjen Suprapto No.61, Kota Lama Semarang, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50137, Indonesia",Restoran Ramen,4.5,1661,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,50000.0,75000.0,-6.9678935,110.42995789999999,,,ramen
ChIJQzEEeK-OcC4RnysVh2yYNjQ,Tower Cafe Semarang,"Jl. Banjarsari Selatan No.49B, Tembalang, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268, Indonesia",Restoran Asia,4.4,2475,Senin: 10.00–23.15 | Selasa: 10.00–23.15 | Rabu: 10.00–23.15 | Kamis: 10.00–23.15 | Jumat: 10.00–23.15 | Sabtu: 10.00–23.15 | Minggu: 10.00–23.15,25000.0,50000.0,-7.0634046,110.4368014,0812-2780-5578,https://linktr.ee/towercafesemarang,ramen
ChIJ_bqKBBiNcC4ROlbRDdvS2qY,Hambagu Japan Steak Rice,"XF6F+XC6 Biru Depo Air Minum, Jl. Klipang Raya, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272, Indonesia",Restoran Jepang,4.7,3,Senin: 10.00–22.00 | Selasa: 10.00–22.00 | Rabu: 10.00–22.00 | Kamis: 10.00–22.00 | Jumat: 10.00–22.00 | Sabtu: 10.00–22.00 | Minggu: 10.00–22.00,,,-7.0375844,110.4735108,,,ramen
ChIJu73z6_eLcC4RyHFG5DI02Ts,Jojo Ramen,"Jalan Bukit Sari Raya No. R-9, Sumurboto, Banyumanik, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269, Indonesia",Restoran Ramen,4.6,5,Senin: 09.00–21.00 | Selasa: 09.00–21.00 | Rabu: 09.00–21.00 | Kamis: 09.00–21.00 | Jumat: 09.00–21.00 | Sabtu: 09.00–21.00 | Minggu: 09.00–21.00,,,-7.045433999999999,110.42499509999999,(024) 7476900,,ramen
ChIJeQb0kBGPcC4RrEJTXn7eaUk,Warung Katsu J-pan,"Jl. Banjarsari No.29, Tembalang, Kec. Tembalang, Kota Semarang, Jawa Tengah 50275, Indonesia",Restoran Jepang,4.7,21,Senin: 10.00–19.30 | Selasa: 10.00–19.30 | Rabu: 10.00–19.30 | Kamis: 10.00–19.30 | Jumat: 10.00–19.30 | Sabtu: 10.00–19.30 | Minggu: Tutup,1.0,25000.0,-7.0597620999999995,110.4385803,,,ramen
